kode_matkul,nama_matkul,sks_matakuliah,total_hadir,total_pertemuan,kode_nilai,kategori,npm_mahasiswa,rasio_kehadiran,kategori_encoded,cluster_kmeans,cluster,cluster_dbscan,cluster_agglo,cluster_gmm
SI00233,Desain Kreatif,3,12,14,B,Design,1931026,0.8571428571428571,5,5,5,2,4,5
SI00208,Teknik Pemasaran Digital,3,13,14,B,Marketing,1931026,0.9285714285714286,16,8,8,3,0,8
SI00225,Fotografi Dan Desain Multimedia,3,13,14,B,Design,1931026,0.9285714285714286,5,5,5,4,4,2
SI00267,Pengembangan Startup Business,2,6,14,B,Startup,1931026,0.42857142857142855,22,7,7,5,14,7
SI00237,Manajemen Dan Pengembangan Konten Digital,3,13,14,B,Marketing,1931026,0.9285714285714286,16,2,2,17,1,2
SI00206,Manajemen Layanan IT,3,14,14,B,Manajemen,1931026,1.0,14,8,8,16,0,8
SI00273,Creative Writing,3,13,14,B,Logical Thinking,1931026,0.9285714285714286,11,6,6,12,12,5
SI00240,Efek Visual,3,11,14,B,Animation,1931026,0.7857142857142857,0,13,13,13,9,6
SI00290,Pengembangan Video Game,3,14,14,B,Game Making,1931026,1.0,7,0,0,14,7,5
SI00151,Pengantar Sistem Informasi,3,5,14,E,Manajemen,1931026,0.35714285714285715,14,3,3,-1,3,5
SI00208,Teknik Pemasaran Digital,3,11,14,B,Marketing,1931120,0.7857142857142857,16,8,8,3,0,5
SI00233,Desain Kreatif,3,12,14,A,Design,1931120,0.8571428571428571,5,5,5,2,4,11
SI00163,Teknologi Game,3,11,14,A,Game Making,1931120,0.7857142857142857,7,1,1,1,2,11
SI00225,Fotografi Dan Desain Multimedia,3,14,14,A,Design,1931120,1.0,5,5,5,4,4,11
SI00267,Pengembangan Startup Business,2,6,14,B,Startup,1931120,0.42857142857142855,22,7,7,5,14,7
SI00206,Manajemen Layanan IT,3,14,14,B,Manajemen,1931120,1.0,14,8,8,16,0,8
SI00237,Manajemen Dan Pengembangan Konten Digital,3,14,14,B,Marketing,1931120,1.0,16,2,2,17,1,2
SI00118,Sinematografi,3,14,14,A,Movie Making,1931120,1.0,19,14,14,19,3,14
SI00273,Creative Writing,3,13,14,B,Logical Thinking,1931120,0.9285714285714286,11,6,6,12,12,5
SI00240,Efek Visual,3,14,14,B,Animation,1931120,1.0,0,13,13,13,9,6
SI00290,Pengembangan Video Game,3,14,14,A,Game Making,1931120,1.0,7,0,0,14,7,11
SI00163,Teknologi Game,3,14,14,A,Game Making,1931183,1.0,7,1,1,1,2,11
SI00233,Desain Kreatif,3,12,14,A,Design,1931183,0.8571428571428571,5,5,5,2,4,11
SI00208,Teknik Pemasaran Digital,3,13,14,A,Marketing,1931183,0.9285714285714286,16,8,8,3,0,11
SI00225,Fotografi Dan Desain Multimedia,3,13,14,A,Design,1931183,0.9285714285714286,5,5,5,4,4,11
SI00267,Pengembangan Startup Business,2,4,14,B,Startup,1931183,0.2857142857142857,22,7,7,5,14,7
SI00237,Manajemen Dan Pengembangan Konten Digital,3,14,14,A,Marketing,1931183,1.0,16,2,2,17,1,11
SI00206,Manajemen Layanan IT,3,13,14,B,Manajemen,1931183,0.9285714285714286,14,8,8,16,0,8
SI00118,Sinematografi,3,12,14,B,Movie Making,1931183,0.8571428571428571,19,14,14,19,3,14
SI00273,Creative Writing,3,13,14,B,Logical Thinking,1931183,0.9285714285714286,11,6,6,12,12,5
SI00240,Efek Visual,3,11,14,B,Animation,1931183,0.7857142857142857,0,13,13,13,9,6
SI00290,Pengembangan Video Game,3,14,14,A,Game Making,1931183,1.0,7,0,0,14,7,11
SI00163,Teknologi Game,3,13,14,A,Game Making,1931029,0.9285714285714286,7,1,1,1,2,11
SI00233,Desain Kreatif,3,13,14,B,Design,1931029,0.9285714285714286,5,5,5,2,4,5
SI00208,Teknik Pemasaran Digital,3,13,14,B,Marketing,1931029,0.9285714285714286,16,8,8,3,0,8
SI00225,Fotografi Dan Desain Multimedia,3,14,14,B,Design,1931029,1.0,5,5,5,4,4,2
SI00267,Pengembangan Startup Business,2,6,14,B,Startup,1931029,0.42857142857142855,22,7,7,5,14,7
SI00237,Manajemen Dan Pengembangan Konten Digital,3,14,14,A,Marketing,1931029,1.0,16,2,2,17,1,11
SI00206,Manajemen Layanan IT,3,13,14,B,Manajemen,1931029,0.9285714285714286,14,8,8,16,0,8
SI00118,Sinematografi,3,12,14,B,Movie Making,1931029,0.8571428571428571,19,14,14,19,3,14
SI00273,Creative Writing,3,12,14,B,Logical Thinking,1931029,0.8571428571428571,11,6,6,12,12,5
SI00240,Efek Visual,3,13,14,A,Animation,1931029,0.9285714285714286,0,13,13,13,9,13
SI00290,Pengembangan Video Game,3,14,14,A,Game Making,1931029,1.0,7,0,0,14,7,11
SIL0128,Lab 3D Animasi,1,0,14,C,Animation,1931029,0.0,0,9,9,33,10,10
SI00160,Pemrograman Berorientasi Obyek,3,14,14,A,Basic Programming,1931044,1.0,2,1,1,42,2,11
SI00234,Machine Learning,3,14,14,A,Machine Learning,1931044,1.0,12,2,2,41,4,11
SI00208,Teknik Pemasaran Digital,3,13,14,A,Marketing,1931044,0.9285714285714286,16,8,8,3,0,11
SI00212,Analisis Dan Perancangan Sistem Informasi,3,14,14,A,Basic Programming,1931044,1.0,2,5,5,40,13,11
SI00267,Pengembangan Startup Business,2,7,14,B,Startup,1931044,0.5,22,7,7,5,14,7
SI00132,Manajemen Dan Audit Sistem Informasi,3,14,14,A,Manajemen,1931044,1.0,14,3,3,11,3,11
SI00122,Kecerdasan Buatan,3,14,14,A,Machine Learning,1931044,1.0,12,3,3,45,3,11
SI00206,Manajemen Layanan IT,3,14,14,A,Manajemen,1931044,1.0,14,8,8,16,0,11
SI00239,Rekayasa Ulang Bisnis,3,14,14,A,Manajemen,1931044,1.0,14,2,2,47,1,11
SI00278,Perancangan Aplikasi Mobile,3,14,14,A,Mobile Development,1931044,1.0,17,12,12,43,8,11
SI00286,Pengembangan Aplikasi Mobile,3,14,14,A,Mobile Development,1931044,1.0,17,0,0,49,7,11
SI00289,IT Governance,3,14,14,A,Manajemen,1931044,1.0,14,0,0,50,7,11
SI00212,Analisis Dan Perancangan Sistem Informasi,3,13,14,B,Basic Programming,1931159,0.9285714285714286,2,5,5,40,13,2
SI00234,Machine Learning,3,14,14,B,Machine Learning,1931159,1.0,12,2,2,41,4,2
SI00160,Pemrograman Berorientasi Obyek,3,14,14,A,Basic Programming,1931159,1.0,2,1,1,42,2,11
SI00208,Teknik Pemasaran Digital,3,14,14,A,Marketing,1931159,1.0,16,8,8,3,0,11
SI00267,Pengembangan Startup Business,2,7,14,B,Startup,1931159,0.5,22,7,7,5,14,7
SI00132,Manajemen Dan Audit Sistem Informasi,3,14,14,A,Manajemen,1931159,1.0,14,3,3,11,3,11
SI00122,Kecerdasan Buatan,3,14,14,A,Machine Learning,1931159,1.0,12,3,3,45,3,11
SI00206,Manajemen Layanan IT,3,13,14,A,Manajemen,1931159,0.9285714285714286,14,8,8,16,0,11
SI00239,Rekayasa Ulang Bisnis,3,14,14,A,Manajemen,1931159,1.0,14,2,2,47,1,11
SI00278,Perancangan Aplikasi Mobile,3,14,14,A,Mobile Development,1931159,1.0,17,12,12,43,8,11
SI00286,Pengembangan Aplikasi Mobile,3,14,14,A,Mobile Development,1931159,1.0,17,0,0,49,7,11
SI00289,IT Governance,3,14,14,B,Manajemen,1931159,1.0,14,0,0,50,7,6
SI00163,Teknologi Game,3,13,14,A,Game Making,1931180,0.9285714285714286,7,1,1,1,2,11
SI00233,Desain Kreatif,3,13,14,A,Design,1931180,0.9285714285714286,5,5,5,2,4,11
SI00208,Teknik Pemasaran Digital,3,12,14,B,Marketing,1931180,0.8571428571428571,16,8,8,3,0,8
SI00225,Fotografi Dan Desain Multimedia,3,12,14,B,Design,1931180,0.8571428571428571,5,5,5,4,4,5
SI00267,Pengembangan Startup Business,2,5,14,A,Startup,1931180,0.35714285714285715,22,7,7,5,14,7
SI00237,Manajemen Dan Pengembangan Konten Digital,3,14,14,B,Marketing,1931180,1.0,16,2,2,17,1,2
SI00206,Manajemen Layanan IT,3,13,14,B,Manajemen,1931180,0.9285714285714286,14,8,8,16,0,8
SI00273,Creative Writing,3,11,14,B,Logical Thinking,1931180,0.7857142857142857,11,6,6,12,12,5
SI00240,Efek Visual,3,11,14,B,Animation,1931180,0.7857142857142857,0,13,13,13,9,6
SI00290,Pengembangan Video Game,3,14,14,A,Game Making,1931180,1.0,7,0,0,14,7,11
SI00138,Visual Storytelling,3,13,14,B,Game Making,1931180,0.9285714285714286,7,3,3,-1,3,5
SI00320,Analisis Pasar Video Game,3,14,14,B,Game Making,1931180,1.0,7,9,9,-1,10,5
SI00163,Teknologi Game,3,12,14,A,Game Making,1931182,0.8571428571428571,7,1,1,1,2,11
SI00233,Desain Kreatif,3,13,14,A,Design,1931182,0.9285714285714286,5,5,5,2,4,11
SI00208,Teknik Pemasaran Digital,3,13,14,A,Marketing,1931182,0.9285714285714286,16,8,8,3,0,11
SI00225,Fotografi Dan Desain Multimedia,3,14,14,A,Design,1931182,1.0,5,5,5,4,4,11
SI00267,Pengembangan Startup Business,2,5,14,C,Startup,1931182,0.35714285714285715,22,7,7,5,14,7
SI00206,Manajemen Layanan IT,3,14,14,A,Manajemen,1931182,1.0,14,8,8,16,0,11
SI00237,Manajemen Dan Pengembangan Konten Digital,3,14,14,A,Marketing,1931182,1.0,16,2,2,17,1,11
SI00273,Creative Writing,3,14,14,A,Logical Thinking,1931182,1.0,11,6,6,12,12,11
SI00240,Efek Visual,3,14,14,B,Animation,1931182,1.0,0,13,13,13,9,6
SI00290,Pengembangan Video Game,3,14,14,A,Game Making,1931182,1.0,7,0,0,14,7,11
SI00212,Analisis Dan Perancangan Sistem Informasi,3,12,14,B,Basic Programming,1931190,0.8571428571428571,2,5,5,40,13,5
SI00234,Machine Learning,3,12,14,B,Machine Learning,1931190,0.8571428571428571,12,2,2,41,4,5
SI00160,Pemrograman Berorientasi Obyek,3,11,14,A,Basic Programming,1931190,0.7857142857142857,2,1,1,42,2,11
SI00208,Teknik Pemasaran Digital,3,11,14,B,Marketing,1931190,0.7857142857142857,16,8,8,3,0,5
SI00267,Pengembangan Startup Business,2,6,14,B,Startup,1931190,0.42857142857142855,22,7,7,5,14,7
SI00132,Manajemen Dan Audit Sistem Informasi,3,14,14,B,Manajemen,1931190,1.0,14,3,3,11,3,3
SI00122,Kecerdasan Buatan,3,12,14,A,Machine Learning,1931190,0.8571428571428571,12,3,3,45,3,11
SI00206,Manajemen Layanan IT,3,13,14,A,Manajemen,1931190,0.9285714285714286,14,8,8,16,0,11
SI00239,Rekayasa Ulang Bisnis,3,14,14,A,Manajemen,1931190,1.0,14,2,2,47,1,11
SI00278,Perancangan Aplikasi Mobile,3,14,14,B,Mobile Development,1931190,1.0,17,12,12,43,8,5
SI00286,Pengembangan Aplikasi Mobile,3,12,14,A,Mobile Development,1931190,0.8571428571428571,17,0,0,49,7,11
SI00289,IT Governance,3,14,14,B,Manajemen,1931190,1.0,14,0,0,50,7,6
SI00214,Desain Interaksi,3,3,14,E,Design,1931190,0.21428571428571427,5,5,5,60,13,5
SI00157,Animasi 2D,3,0,14,E,Animation,1931190,0.0,0,1,1,23,2,5
SI00214,Desain Interaksi,3,5,14,E,Design,1931190,0.35714285714285715,5,5,5,60,13,5
SI00157,Animasi 2D,3,0,14,E,Animation,1931190,0.0,0,1,1,23,2,5
SI00163,Teknologi Game,3,13,14,A,Game Making,1931195,0.9285714285714286,7,1,1,1,2,11
SI00233,Desain Kreatif,3,13,14,A,Design,1931195,0.9285714285714286,5,5,5,2,4,11
SI00208,Teknik Pemasaran Digital,3,14,14,A,Marketing,1931195,1.0,16,8,8,3,0,11
SI00225,Fotografi Dan Desain Multimedia,3,14,14,A,Design,1931195,1.0,5,5,5,4,4,11
SI00267,Pengembangan Startup Business,2,4,14,B,Startup,1931195,0.2857142857142857,22,7,7,5,14,7
SI00237,Manajemen Dan Pengembangan Konten Digital,3,14,14,B,Marketing,1931195,1.0,16,2,2,17,1,2
SI00206,Manajemen Layanan IT,3,14,14,A,Manajemen,1931195,1.0,14,8,8,16,0,11
SI00118,Sinematografi,3,12,14,B,Movie Making,1931195,0.8571428571428571,19,14,14,19,3,14
SI00273,Creative Writing,3,12,14,B,Logical Thinking,1931195,0.8571428571428571,11,6,6,12,12,5
SI00240,Efek Visual,3,14,14,B,Animation,1931195,1.0,0,13,13,13,9,6
SI00290,Pengembangan Video Game,3,12,14,A,Game Making,1931195,0.8571428571428571,7,0,0,14,7,11
SI00151,Pengantar Sistem Informasi,3,13,14,A,Manajemen,1931195,0.9285714285714286,14,3,3,58,3,11
SI00220,Sistem Multimedia,3,13,14,B,Multimedia,1931195,0.9285714285714286,20,8,8,59,0,5
SI00212,Analisis Dan Perancangan Sistem Informasi,3,14,14,A,Basic Programming,1931139,1.0,2,5,5,40,13,11
SI00234,Machine Learning,3,14,14,A,Machine Learning,1931139,1.0,12,2,2,41,4,11
SI00160,Pemrograman Berorientasi Obyek,3,14,14,A,Basic Programming,1931139,1.0,2,1,1,42,2,11
SI00208,Teknik Pemasaran Digital,3,14,14,A,Marketing,1931139,1.0,16,8,8,3,0,11
SI00267,Pengembangan Startup Business,2,7,14,B,Startup,1931139,0.5,22,7,7,5,14,7
SI00132,Manajemen Dan Audit Sistem Informasi,3,14,14,A,Manajemen,1931139,1.0,14,3,3,11,3,11
SI00122,Kecerdasan Buatan,3,14,14,A,Machine Learning,1931139,1.0,12,3,3,45,3,11
SI00206,Manajemen Layanan IT,3,14,14,A,Manajemen,1931139,1.0,14,8,8,16,0,11
SI00239,Rekayasa Ulang Bisnis,3,14,14,A,Manajemen,1931139,1.0,14,2,2,47,1,11
